Darren Budd,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Furniture,1735.93994140625
Darren Budd,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,Technology,1507.16003417969
Darren Budd,2160i,Telephones and Communication,Technology,1278.646484375
Darren Budd,"Global Stack Chair without Arms, Black",Chairs & Chairmats,Furniture,1210.02001953125
Darren Budd,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,Furniture,1002.77001953125
Darren Budd,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Chairs & Chairmats,Furniture,870.75
Darren Budd,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Technology,845.700012207031
Darren Budd,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,Furniture,812.059997558594
Darren Budd,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Office Furnishings,Furniture,730.510009765625
Darren Budd,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,Furniture,653.539978027344
Darren Budd,"Executive Impressions 12"" Wall Clock",Office Furnishings,Furniture,467
Darren Budd,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Office Furnishings,Furniture,337.600006103516
Darren Budd,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,Technology,294.480010986328
Darren Budd,"Hon Metal Bookcases, Putty",Bookcases,Furniture,261.160003662109
Darren Budd,"Iceberg OfficeWorks 42"" Round Tables",Tables,Furniture,240.300003051758
Darren Budd,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,Furniture,203.490005493164
Darren Budd,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,Technology,183.330001831055
Darren Budd,Coloredge Poster Frame,Office Furnishings,Furniture,178.139999389648
Darren Budd,"3.5"" IBM Formatted Diskettes, DS/HD",Computer Peripherals,Technology,165.369995117188
Darren Budd,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Chairs & Chairmats,Furniture,155.220001220703
Darren Budd,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,Furniture,149.509994506836
Darren Budd,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,Furniture,88.0599975585938
Darren Budd,"Metal Folding Chairs, Beige, 4/Carton",Chairs & Chairmats,Furniture,78.0800018310547
Darren Budd,Tensor Computer Mounted Lamp,Office Furnishings,Furniture,75.1900024414063
Darren Budd,Bush Mission Pointe Library,Bookcases,Furniture,71.5699996948242
Darren Budd,Global Adaptabilities Conference Tables,Tables,Furniture,64.4300003051758
Darren Budd,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,Furniture,61.2200012207031
Darren Budd,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,Furniture,55.2099990844727
Darren Budd,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,Furniture,53.3400001525879
Darren Budd,DAX Solid Wood Frames,Office Furnishings,Furniture,43.3699989318848
Darren Budd,"Dana Fluorescent Magnifying Lamp, White, 36""",Office Furnishings,Furniture,38.2999992370605
Darren Budd,Bretford CR8500 Series Meeting Room Furniture,Tables,Furniture,17.4300003051758
Deborah Brumfield,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,Technology,28664.51953125
Deborah Brumfield,Panasonic KX-P3626 Dot Matrix Printer,Office Machines,Technology,25312
Deborah Brumfield,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,Technology,10823.83984375
Deborah Brumfield,V70,Telephones and Communication,Technology,6330.0859375
Deborah Brumfield,SAFCO Folding Chair Trolley,Chairs & Chairmats,Furniture,5979.83984375
Deborah Brumfield,Hon GuestStacker Chair,Chairs & Chairmats,Furniture,5859.25
Deborah Brumfield,"Iceberg Mobile Mega Data/Printer Cart ",Storage & Organization,Office Supplies,4152.1201171875
Deborah Brumfield,Talkabout T8367,Telephones and Communication,Technology,2422.72094726563
Deborah Brumfield,Letter Size Cart,Storage & Organization,Office Supplies,2138.6298828125
Deborah Brumfield,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,Technology,1597.02001953125
Deborah Brumfield,KF 788,Telephones and Communication,Technology,1009.86798095703
Deborah Brumfield,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,Furniture,647.27001953125
Deborah Brumfield,Tennsco Regal Shelving Units,Storage & Organization,Office Supplies,646.140014648438
Deborah Brumfield,M3682,Telephones and Communication,Technology,635.740478515625
Deborah Brumfield,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,Furniture,323.260009765625
Deborah Brumfield,"Acme 8"" Straight Scissors","Scissors, Rulers and Trimmers",Office Supplies,257.339996337891
Deborah Brumfield,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Pens & Art Supplies,Office Supplies,238.770004272461
Deborah Brumfield,Avery 51,Labels,Office Supplies,175.759994506836
Deborah Brumfield,Hoover Commercial Lightweight Upright Vacuum,Appliances,Office Supplies,128.970001220703
Deborah Brumfield,Tuff Stuff Recycled Round Ring Binders,Binders and Binder Accessories,Office Supplies,89.9899978637695
Emily Phan,Polycom ViewStation ISDN Videoconferencing Unit,Office Machines,Technology,89061.046875
Emily Phan,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,Technology,14591.4404296875
Emily Phan,TimeportP7382,Telephones and Communication,Technology,6636.6640625
Emily Phan,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Furniture,4011.64990234375
Emily Phan,Surelock Post Binders,Binders and Binder Accessories,Office Supplies,1317.33996582031
Emily Phan,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage & Organization,Office Supplies,487.700012207031
Emily Phan,Harmony HEPA Quiet Air Purifiers,Appliances,Office Supplies,362.170013427734
Emily Phan,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,Office Supplies,336.290008544922
Emily Phan,Bell Sonecor JB700 Caller ID,Telephones and Communication,Technology,192.813995361328
Emily Phan,Heavy-Duty E-Z-D Binders,Binders and Binder Accessories,Office Supplies,127.319999694824
Grant Carroll,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,Office Supplies,23792.9296875
Grant Carroll,Fellowes PB300 Plastic Comb Binding Machine,Binders and Binder Accessories,Office Supplies,19325.19921875
Grant Carroll,"Lifetime Advantage Folding Chairs, 4/Carton",Chairs & Chairmats,Furniture,10087.599609375
Grant Carroll,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,Furniture,8380.2197265625
Grant Carroll,SAFCO Arco Folding Chair,Chairs & Chairmats,Furniture,6396.2001953125
Grant Carroll,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Furniture,4655.06982421875
Grant Carroll,Kensington 7 Outlet MasterPiece Power Center,Appliances,Office Supplies,3548.669921875
Grant Carroll,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Computer Peripherals,Technology,3295.14990234375
Grant Carroll,GBC Recycled Regency Composition Covers,Binders and Binder Accessories,Office Supplies,1882.11999511719
Grant Carroll,Microsoft Natural Multimedia Keyboard,Computer Peripherals,Technology,1608.07995605469
Grant Carroll,Accessory23,Telephones and Communication,Technology,1129.93054199219
Grant Carroll,R280,Telephones and Communication,Technology,826.973510742188
Grant Carroll,Crate-A-Files,Storage & Organization,Office Supplies,460.679992675781
Grant Carroll,Xerox 197,Paper,Office Supplies,407.200012207031
Grant Carroll,Bell Sonecor JB700 Caller ID,Telephones and Communication,Technology,318.758514404297
Grant Carroll,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,Technology,315.880004882813
Grant Carroll,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Office Furnishings,Furniture,307.760009765625
Grant Carroll,Col-Erase Pencils with Erasers,Pens & Art Supplies,Office Supplies,278
Grant Carroll,Logitech Internet Navigator Keyboard,Computer Peripherals,Technology,258.109985351563
Grant Carroll,Xerox 1966,Paper,Office Supplies,255.479995727539
Grant Carroll,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,Office Supplies,215.929992675781
Grant Carroll,Xerox 1906,Paper,Office Supplies,209
Grant Carroll,Avery 506,Labels,Office Supplies,186.940002441406
Grant Carroll,Xerox 213,Paper,Office Supplies,130.320007324219
Grant Carroll,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,Office Supplies,75.9400024414063
Grant Carroll,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Pens & Art Supplies,Office Supplies,43.9000015258789
Grant Carroll,Heavy-Duty E-Z-D Binders,Binders and Binder Accessories,Office Supplies,24.9599990844727
John Lucas,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,Furniture,19845.6953125
John Lucas,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,Office Supplies,17874.259765625
John Lucas,Global Troy Executive Leather Low-Back Tilter,Chairs & Chairmats,Furniture,17560.94921875
John Lucas,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,Furniture,6170.912109375
John Lucas,3285,Telephones and Communication,Technology,4769.0693359375
John Lucas,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Appliances,Office Supplies,3725.53002929688
John Lucas,T61,Telephones and Communication,Technology,1875.41455078125
John Lucas,6120,Telephones and Communication,Technology,1824.84802246094
John Lucas,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,Office Supplies,1613.83996582031
John Lucas,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,Office Supplies,1256.2900390625
John Lucas,Accessory35,Telephones and Communication,Technology,755.607482910156
John Lucas,Maxell 4.7GB DVD-R,Computer Peripherals,Technology,561.919982910156
John Lucas,Xerox 1982,Paper,Office Supplies,520.679992675781
John Lucas,Advantus Panel Wall Certificate Holder - 8.5x11,Office Furnishings,Furniture,512.780029296875
John Lucas,Computer Printout Paper with Letter-Trim Perforations,Paper,Office Supplies,365.640014648438
John Lucas,Super Decoflex Portable Personal File,Storage & Organization,Office Supplies,358.779998779297
John Lucas,Array Memo Cubes,Paper,Office Supplies,90.9300003051758
John Lucas,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,Office Supplies,13.039999961853
Julia Barnett,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,Furniture,24391.16015625
Julia Barnett,Hoover Upright Vacuum With Dirt Cup,Appliances,Office Supplies,10223.1904296875
Julia Barnett,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,Furniture,9626.06005859375
Julia Barnett,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,Furniture,9225.650390625
Julia Barnett,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Telephones and Communication,Technology,6862.23681640625
Julia Barnett,Adesso Programmable 142-Key Keyboard,Computer Peripherals,Technology,6733.52001953125
Julia Barnett,Honeywell Quietcare HEPA Air Cleaner,Appliances,Office Supplies,2360.97998046875
Julia Barnett,T28 WORLD,Telephones and Communication,Technology,1928.32702636719
Julia Barnett,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,Furniture,1837.93994140625
Julia Barnett,Xerox 194,Paper,Office Supplies,1676.47998046875
Julia Barnett,"Dual Level, Single-Width Filing Carts",Storage & Organization,Office Supplies,1394.28002929688
Julia Barnett,Belkin ErgoBoard Keyboard,Computer Peripherals,Technology,1235.2900390625
Julia Barnett,Hon iLevel Computer Training Table,Tables,Furniture,1212.92797851563
Julia Barnett,Xerox 207,Paper,Office Supplies,312.420013427734
Julia Barnett,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,Office Supplies,262.130004882813
Julia Barnett,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,Office Supplies,238.880004882813
Julia Barnett,Avery 496,Labels,Office Supplies,182.199996948242
Julia Barnett,"Array Parchment Paper, Assorted Colors",Paper,Office Supplies,173.119995117188
Julia Barnett,Newell 342,Pens & Art Supplies,Office Supplies,101.769996643066
Julia Barnett,"Master Caster Door Stop, Brown",Office Furnishings,Furniture,65.8899993896484
Liz MacKendrick,Okidata ML591 Wide Format Dot Matrix Printer,Office Machines,Technology,25313.33984375
Liz MacKendrick,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,Office Supplies,16147.6103515625
Liz MacKendrick,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Chairs & Chairmats,Furniture,14567.150390625
Liz MacKendrick,Talkabout T8097,Telephones and Communication,Technology,6477.7392578125
Liz MacKendrick,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Office Furnishings,Furniture,3304.3798828125
Liz MacKendrick,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,Office Supplies,2455.5400390625
Liz MacKendrick,Euro Pro Shark Stick Mini Vacuum,Appliances,Office Supplies,1580.56994628906
Liz MacKendrick,Eureka The Boss Cordless Rechargeable Stick Vac,Appliances,Office Supplies,1561.9599609375
Liz MacKendrick,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Bookcases,Furniture,1042.63000488281
Liz MacKendrick,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Office Furnishings,Furniture,1005.73999023438
Liz MacKendrick,V 3600 Series,Telephones and Communication,Technology,908.411987304688
Liz MacKendrick,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,Furniture,303.589996337891
Liz MacKendrick,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,Technology,291.399993896484
Liz MacKendrick,"DAX Copper Panel Document Frame, 5 x 7 Size",Office Furnishings,Furniture,279.630004882813
Liz MacKendrick,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,Technology,244.899993896484
Liz MacKendrick,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,Technology,221.419998168945
Liz MacKendrick,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,Office Supplies,212.119995117188
Liz MacKendrick,Xerox 1922,Paper,Office Supplies,191.600006103516
Liz MacKendrick,Portable Personal File Box,Storage & Organization,Office Supplies,152.139999389648
Liz MacKendrick,Staples Standard Envelopes,Envelopes,Office Supplies,44.560001373291
Roy Skaria,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,Furniture,21062.91015625
Roy Skaria,Canon PC1060 Personal Laser Copier,Copiers and Fax,Technology,20872.16015625
Roy Skaria,Chromcraft Rectangular Conference Tables,Tables,Furniture,11036.16015625
Roy Skaria,Letter Size Cart,Storage & Organization,Office Supplies,7156.56005859375
Roy Skaria,Canon PC1080F Personal Copier,Copiers and Fax,Technology,6350.2900390625
Roy Skaria,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Furniture,6177.52978515625
Roy Skaria,Bush Mission Pointe Library,Bookcases,Furniture,6045.97998046875
Roy Skaria,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,Furniture,4805.919921875
Roy Skaria,Catalog Binders with Expanding Posts,Binders and Binder Accessories,Office Supplies,2393.6298828125
Roy Skaria,Zoom V.92 USB External Faxmodem,Computer Peripherals,Technology,2354.80004882813
Roy Skaria,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,Office Supplies,724.130004882813
Roy Skaria,1726 Digital Answering Machine,Telephones and Communication,Technology,453.245513916016
Roy Skaria,Aluminum Document Frame,Office Furnishings,Furniture,430.549987792969
Roy Skaria,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,Office Supplies,403.170013427734
Roy Skaria,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Office Furnishings,Furniture,323.529998779297
Roy Skaria,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,Furniture,294.660003662109
Roy Skaria,Xerox 215,Paper,Office Supplies,282.709991455078
Roy Skaria,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,Technology,253.149993896484
Roy Skaria,GBC DocuBind TL200 Manual Binding Machine,Binders and Binder Accessories,Office Supplies,232.669998168945
Roy Skaria,Xerox 227,Paper,Office Supplies,228.009994506836
Roy Skaria,Prismacolor Color Pencil Set,Pens & Art Supplies,Office Supplies,192.580001831055
Roy Skaria,Unpadded Memo Slips,Paper,Office Supplies,187.880004882813
Roy Skaria,Newell 310,Pens & Art Supplies,Office Supplies,99.0800018310547
Roy Skaria,Newell 318,Pens & Art Supplies,Office Supplies,94.5999984741211
Roy Skaria,StarTAC 7760,Telephones and Communication,Technology,65.7474975585938
Roy Skaria,Newell 343,Pens & Art Supplies,Office Supplies,20.5
Sylvia Foulston,Polycom ViewStation Adapter H323 Videoconferencing Unit,Office Machines,Technology,22079.470703125
Sylvia Foulston,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,Furniture,9633.58984375
Sylvia Foulston,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,Furniture,9517.599609375
Sylvia Foulston,Global Adaptabilities Conference Tables,Tables,Furniture,9502.736328125
Sylvia Foulston,"Global Leather & Oak Executive Chair, Burgundy",Chairs & Chairmats,Furniture,7817.4501953125
Sylvia Foulston,300 Series Non-Flip,Telephones and Communication,Technology,6109.81689453125
Sylvia Foulston,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,Office Supplies,5001.2900390625
Sylvia Foulston,Hon 4-Shelf Metal Bookcases,Bookcases,Furniture,4462.22998046875
Sylvia Foulston,Hon Olson Stacker Stools,Chairs & Chairmats,Furniture,3758.77001953125
Sylvia Foulston,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Appliances,Office Supplies,2799.69995117188
Sylvia Foulston,Eureka The Boss Cordless Rechargeable Stick Vac,Appliances,Office Supplies,1936.30004882813
Sylvia Foulston,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,Furniture,1266.71997070313
Sylvia Foulston,Global Ergonomic Managers Chair,Chairs & Chairmats,Furniture,1211.97998046875
Sylvia Foulston,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Telephones and Communication,Technology,1060.060546875
Sylvia Foulston,Brown Kraft Recycled Envelopes,Envelopes,Office Supplies,683.460021972656
Sylvia Foulston,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,Furniture,663.783996582031
Sylvia Foulston,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,Furniture,338.519989013672
Sylvia Foulston,M70,Telephones and Communication,Technology,329.630004882813
Sylvia Foulston,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,Office Supplies,249.020004272461
Sylvia Foulston,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Appliances,Office Supplies,201.979995727539
Sylvia Foulston,"Imation 3.5 IBM Diskettes, 10/Box",Computer Peripherals,Technology,90.0599975585938
Sylvia Foulston,Assorted Color Push Pins,Rubber Bands,Office Supplies,78.4899978637695
Sylvia Foulston,3M Organizer Strips,Binders and Binder Accessories,Office Supplies,50.7000007629395
Sylvia Foulston,Avery 507,Labels,Office Supplies,32.4000015258789
